dataset,task,group_col,group_value,gemma-2-2b,llama32-1b,rnn,saprpt,tabpfn3,transformer,sequence_mean,tabular_fm_mean,llm_mean,tabular_minus_sequence_mae,llm_minus_sequence_mae,tabular_relative_to_sequence_mae,llm_relative_to_sequence_mae,group_value_label
BPI12,NT,nt_magnitude_bucket,"nt_mag_(-0.23529, -0.23527]",0.1457491528868613,0.1313751951724699,0.1566736441855163,0.0149528674476651,0.0129878163670075,0.0848713091342644,0.1207724766598903,0.0139703419073363,0.1385621740296656,-0.1068021347525539,0.0177896973697752,0.1156748813446834,1.1472992676955127,
BPI12,NT,prefix_length_bucket,1,0.1239997506714784,0.0435045286194308,0.1954217266219739,0.0037364329283054,0.0021432764255083,0.0482416970061731,0.1218317118140735,0.0029398546769068,0.0837521396454546,-0.1188918571371666,-0.0380795721686189,0.024130455307017,0.6874412121309446,
BPI12,NT,prefix_length_bucket,11-20,0.5969491231768025,0.5777636283822705,0.5568393649204996,0.5357256783728501,0.5364925329427499,0.5054845030040744,0.5311619339622871,0.5361091056578,0.5873563757795365,0.0049471716955129,0.0561944418172494,1.009313867164028,1.1057953106655405,
BPI12,NT,prefix_length_bucket,2,0.1510810874142619,0.0794128196877102,0.1419825202590504,0.0046726212252018,0.0022776665729145,0.0652045933313148,0.1035935567951826,0.0034751438990581,0.115246953550986,-0.1001184128961244,0.0116533967558034,0.0335459463558045,1.1124915208659518,
BPI12,NT,prefix_length_bucket,21-50,0.6274034886938309,0.5855133956346046,0.5919815431906543,0.5504492113721513,0.5411476936784484,0.5875295448557674,0.5897555440232108,0.5457984525252999,0.6064584421642177,-0.0439570914979109,0.0167028981410068,0.9254655730778836,1.028321731453447,
BPI12,NT,prefix_length_bucket,3,0.1154689069188545,0.1451571577887856,0.191538904531953,0.0447779480326041,0.0375031656219383,0.0731782326370142,0.1323585685844836,0.0411405568272712,0.13031303235382,-0.0912180117572124,-0.0020455362306635,0.3108265469115547,0.9845454944659822,
BPI12,NT,prefix_length_bucket,4-5,0.15812110557799,0.2209794207839137,0.175856082794657,0.1073107822340423,0.0685336765659562,0.0614341718413062,0.1186451273179816,0.0879222293999993,0.1895502631809519,-0.0307228979179823,0.0709051358629702,0.7410521728748146,1.5976236653439373,
BPI12,NT,prefix_length_bucket,6-10,0.1582344966980711,0.11067467677461,0.1844001495741854,0.1040078244059197,0.0810937575523903,0.084288132833889,0.1343441412040372,0.092550790979155,0.1344545867363406,-0.0417933502248822,0.0001104455323033,0.6889082780215335,1.00082210903515,
BPI12,NT,prefix_length_bucket,>50,0.2257529768849844,0.1290159648183085,0.1499069603767408,0.0938717641260312,0.0848813965106787,0.1614278841277827,0.1556674222522617,0.089376580318355,0.1773844708516465,-0.0662908419339067,0.0217170485993847,0.5741508340359022,1.1395092710162045,
BPI12,NT,relative_prefix_bucket,0-20%,0.1575548115576437,0.1230864322735868,0.202977654286305,0.0697160862594437,0.0522909952873459,0.0747224118960092,0.1388500330911571,0.0610035407733948,0.1403206219156153,-0.0778464923177623,0.0014705888244581,0.4393484064447079,1.0105912025493913,
BPI12,NT,relative_prefix_bucket,20-40%,0.3299573018853287,0.3090231819602771,0.3330282447012464,0.2649618010676355,0.239500510337472,0.2625103441964936,0.29776929444887,0.2522311557025538,0.3194902419228029,-0.0455381387463162,0.0217209474739329,0.8470690578402281,1.0729455584536862,
BPI12,NT,relative_prefix_bucket,40-60%,0.5774868230615113,0.5585163103331896,0.5366602558642626,0.5122322116289046,0.5109782403117263,0.5056552714631929,0.5211577636637277,0.5116052259703154,0.5680015666973505,-0.0095525376934122,0.0468438030336227,0.9816705451603404,1.0898841124505407,
BPI12,NT,relative_prefix_bucket,60-80%,0.510640156286357,0.4665342652768416,0.4768061298915118,0.4612938467078527,0.4576433243243195,0.4496464380448415,0.4632262839681766,0.4594685855160861,0.4885872107815993,-0.0037576984520905,0.0253609268134226,0.9918879852414664,1.054748462449434,
BPI12,NT,relative_prefix_bucket,80-100%,0.5324497652669077,0.486288945156983,0.4930102607180289,0.4228727762756514,0.4205087048146279,0.4750871807112637,0.4840487207146463,0.4216907405451396,0.5093693552119454,-0.0623579801695066,0.025320634497299,0.8711741659446145,1.0523100948596988,
BPI12,NT,rt_magnitude_bucket,"rt_mag_(-0.802, 0.0929]",0.3955473449559283,0.3765707345540455,0.3657457533493383,0.3349606443511983,0.3326190168623842,0.3590439221044371,0.3623948377268877,0.3337898306067913,0.3860590397549869,-0.0286050071200964,0.0236642020280991,0.9210667367683254,1.065299500888402,
BPI12,NT,rt_magnitude_bucket,"rt_mag_(-0.86, -0.802]",0.1473469492020141,0.1098516883013468,0.1404534243865165,0.0401207185991688,0.0370608890101967,0.0928815973554542,0.1166675108709854,0.0385908038046828,0.1285993187516805,-0.0780767070663025,0.0119318078806951,0.3307759248190161,1.1022718989341402,
