dataset,group_col,group_value,gemma-2-2b,llama32-1b,rnn,saprpt,tabpfn3,transformer,sequence_mean,tabular_fm_mean,llm_mean,sequence_minus_tabular_acc,sequence_minus_llm_acc,transformer_minus_llm_mean_acc,rnn_minus_llm_mean_acc,group_value_label
BPI20PrepaidTravelCosts,activity_frequency_bucket,"act_freq_(529.0, 621.0]",0.0940919037199124,0.5382932166301969,0.5754923413566739,0.5820568927789934,0.1269146608315098,0.6411378555798687,0.6083150984682713,0.3544857768052516,0.3161925601750547,0.2538293216630196,0.2921225382932165,0.324945295404814,0.2592997811816192,
BPI20PrepaidTravelCosts,activity_current,17,0.5515695067264574,0.4663677130044843,0.8340807174887892,0.5381165919282511,0.5381165919282511,0.7443946188340808,0.789237668161435,0.5381165919282511,0.5089686098654709,0.2511210762331839,0.2802690582959641,0.2354260089686098,0.3251121076233183,Request For Payment APPROVED by ADMINISTRATION
BPI12,activity_frequency_bucket,"act_freq_(1611.0, 4982.0]",0.4481658692185008,0.4003189792663477,0.6889952153110048,0.5311004784688995,0.529505582137161,0.7129186602870813,0.700956937799043,0.5303030303030303,0.4242424242424242,0.1706539074960127,0.2767145135566187,0.288676236044657,0.2647527910685806,
BPI20PrepaidTravelCosts,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",0.4577861163227016,0.0562851782363977,0.5647279549718575,0.425891181988743,0.424015009380863,0.49906191369606,0.5318949343339587,0.424953095684803,0.2570356472795497,0.1069418386491557,0.274859287054409,0.2420262664165103,0.3076923076923077,
BPI20TravelPermitData,activity_current,49,0.2545454545454545,0.8,0.7818181818181819,0.7454545454545455,0.2363636363636363,0.8181818181818182,0.8,0.4909090909090909,0.5272727272727273,0.3090909090909091,0.2727272727272727,0.2909090909090909,0.2545454545454545,Request For Payment SUBMITTED by EMPLOYEE
BPI20TravelPermitData,activity_current,3,0.5932203389830508,0.5508474576271186,0.8135593220338984,0.5508474576271186,0.5508474576271186,0.864406779661017,0.8389830508474576,0.5508474576271186,0.5720338983050848,0.288135593220339,0.2669491525423728,0.2923728813559322,0.2415254237288135,Declaration APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,branching_degree_bucket,"branch_deg_(4.0, 5.0]",0.5241779497098646,0.6982591876208898,0.874274661508704,0.6247582205029013,0.5125725338491296,0.8820116054158608,0.8781431334622825,0.5686653771760155,0.6112185686653773,0.3094777562862669,0.2669245647969052,0.2707930367504835,0.2630560928433267,
BPI20PrepaidTravelCosts,branching_degree_bucket,"branch_deg_(5.0, 8.0]",0.6853146853146853,0.4195804195804196,0.8438228438228438,0.6783216783216783,0.6783216783216783,0.7902097902097902,0.8170163170163169,0.6783216783216783,0.5524475524475525,0.1386946386946386,0.2645687645687644,0.2377622377622377,0.2913752913752913,
BPI12,branching_entropy_bucket,"branch_ent_(1.745, 2.639]",0.4576271186440678,0.4194915254237288,0.6652542372881356,0.3495762711864407,0.3771186440677966,0.7351694915254238,0.7002118644067796,0.3633474576271186,0.4385593220338983,0.336864406779661,0.2616525423728813,0.2966101694915254,0.2266949152542373,
BPI20PrepaidTravelCosts,prefix_length_bucket,4-5,0.5235955056179775,0.604494382022472,0.8314606741573034,0.5842696629213483,0.5146067415730337,0.8157303370786517,0.8235955056179776,0.549438202247191,0.5640449438202247,0.2741573033707866,0.2595505617977528,0.251685393258427,0.2674157303370786,
