dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases,group_value_label
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,activity_current,18,87,0.2624492803923036,0.0933136214697854,0.2656087800860405,0.4417446225881576,0.0275017724241312,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,activity_current,22,180,0.4495568795142591,0.2933163199154861,0.4152730703353882,0.7411663204431533,0.2239448863818931,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,activity_current,23,41,0.3074930046753185,0.1504499450744245,0.2306677252054214,0.6017001271247864,0.0674770923285949,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,activity_current,25,41,0.3623176529640105,0.4675305752570527,0.1696538031101226,0.8685580492019653,-0.117261347247333,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,activity_current,30,256,0.2459886490952385,0.1901967053052743,0.1868905276060104,0.4258535876870155,0.0838570186552942,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,activity_current,31,224,0.2210118533217269,0.0737945899533908,0.2011986151337623,0.4213547341525557,0.185347347676327,224,Request Payment
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,3,199,0.4453025967325552,0.2123822672087845,0.4314613118767738,0.5857049167156222,0.4453025967325552,199,Payment Handled
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,4,215,0.9883705990345673,1.112790798515885,1.0481224358081818,1.4398379027843475,0.9557282135323728,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,5,78,1.0653719548016596,1.346002451691769,1.106038719415665,1.6144695311784745,1.063594506850514,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,7,32,0.9308732689823956,0.979695472380705,1.0202432870864868,1.266731618344784,0.8631946782115847,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,8,37,1.6218450286903896,4.988772217757631,1.3436519801616669,1.9064938008785248,-0.1857104696132041,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,9,160,1.8416210202569343,6.8474458247686645,1.244695045053959,4.577052474021911,-0.8345238583093305,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,16,201,0.4702082496073875,0.3647851877951967,0.4262274578213691,0.8302680552005768,0.3643211216227944,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,17,223,0.3132610063198035,0.1853025636998717,0.2193342670798301,0.7113304883241657,0.0085035591331966,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,18,87,0.4601877179430348,0.2906523703179902,0.4111097678542137,0.8519768476486206,-0.2262476068766166,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,22,180,0.4803455654379731,0.3692273480343265,0.3978385403752327,0.9004300475120544,0.2132248326673612,180,Request For Payment FINAL_APPROVED by SUPERVISOR
