dataset,group_col,group_value,gemma-2-2b,llama32-1b,rnn,saprpt,tabpfn3,transformer,sequence_mean,tabular_fm_mean,llm_mean,sequence_minus_tabular_acc,sequence_minus_llm_acc,transformer_minus_llm_mean_acc,rnn_minus_llm_mean_acc,group_value_label
BPI20TravelPermitData,activity_frequency_bucket,"act_freq_(1799.0, 2539.0]",0.5246636771300448,0.6838565022421524,0.8004484304932735,0.6143497757847534,0.3856502242152466,0.8116591928251121,0.8060538116591929,0.5,0.6042600896860986,0.3060538116591929,0.2017937219730943,0.2073991031390135,0.1961883408071749,
BPI12,y_true_na,8,0.054054054054054,0.2702702702702703,0.3783783783783784,0.054054054054054,0.1891891891891892,0.4594594594594595,0.4189189189189189,0.1216216216216216,0.1621621621621621,0.2972972972972973,0.2567567567567568,0.2972972972972973,0.2162162162162162,A_FINALIZED
BPI17,activity_current,27,0.6761006289308176,0.7767295597484277,0.7861635220125787,0.4716981132075472,0.4685534591194968,0.7484276729559748,0.7672955974842768,0.470125786163522,0.7264150943396226,0.2971698113207547,0.0408805031446541,0.0220125786163521,0.059748427672956,W_Validate application
BPI17,branching_entropy_bucket,"branch_ent_(1.993, 2.362]",0.6770186335403726,0.7732919254658385,0.7857142857142857,0.4658385093167702,0.4720496894409938,0.7453416149068323,0.765527950310559,0.468944099378882,0.7251552795031055,0.296583850931677,0.0403726708074534,0.0201863354037267,0.0605590062111801,
BPI17,branching_entropy_bucket,"branch_ent_(1.683, 1.993]",0.8143322475570033,0.7638436482084691,0.8208469055374593,0.5358306188925082,0.5553745928338762,0.8583061889250815,0.8395765472312704,0.5456026058631922,0.7890879478827362,0.2939739413680782,0.0504885993485342,0.0692182410423453,0.0317589576547231,
BPI20TravelPermitData,activity_current,3,0.5932203389830508,0.5508474576271186,0.8135593220338984,0.5508474576271186,0.5508474576271186,0.864406779661017,0.8389830508474576,0.5508474576271186,0.5720338983050848,0.288135593220339,0.2669491525423728,0.2923728813559322,0.2415254237288135,Declaration APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",0.105911330049261,0.6059113300492611,0.6477832512315271,0.6551724137931034,0.1428571428571428,0.7216748768472906,0.6847290640394088,0.3990147783251231,0.3559113300492611,0.2857142857142857,0.3288177339901477,0.3657635467980294,0.291871921182266,
BPI12,activity_current,14,0.1351351351351351,0.2432432432432432,0.5675675675675675,0.3243243243243243,0.3783783783783784,0.7027027027027027,0.6351351351351351,0.3513513513513513,0.1891891891891892,0.2837837837837837,0.4459459459459459,0.5135135135135136,0.3783783783783783,O_CANCELLED
BPI17,activity_frequency_bucket,"act_freq_(9620.0, 36413.0]",0.8546511627906976,0.7751937984496124,0.8430232558139535,0.563953488372093,0.5988372093023255,0.875968992248062,0.8594961240310077,0.5813953488372092,0.814922480620155,0.2781007751937985,0.0445736434108526,0.0610465116279069,0.0281007751937985,
BPI20PrepaidTravelCosts,prefix_length_bucket,4-5,0.5235955056179775,0.604494382022472,0.8314606741573034,0.5842696629213483,0.5146067415730337,0.8157303370786517,0.8235955056179776,0.549438202247191,0.5640449438202247,0.2741573033707866,0.2595505617977528,0.251685393258427,0.2674157303370786,
BPI20PrepaidTravelCosts,branching_entropy_bucket,"branch_ent_(0.128, 0.674]",0.5656565656565656,0.6801346801346801,0.877104377104377,0.6565656565656566,0.5572390572390572,0.8720538720538721,0.8745791245791246,0.6069023569023568,0.6228956228956228,0.2676767676767677,0.2516835016835017,0.2491582491582492,0.2542087542087542,
BPI17,prefix_length_bucket,11-20,0.8788990825688073,0.8568807339449541,0.8935779816513761,0.6165137614678899,0.6440366972477064,0.8935779816513761,0.8935779816513761,0.6302752293577982,0.8678899082568807,0.2633027522935779,0.0256880733944954,0.0256880733944954,0.0256880733944954,
BPI17,relative_prefix_bucket,40-60%,0.8411910669975186,0.8312655086848635,0.9007444168734492,0.6203473945409429,0.6426799007444168,0.8808933002481389,0.890818858560794,0.6315136476426799,0.8362282878411911,0.2593052109181141,0.0545905707196029,0.0446650124069478,0.064516129032258,
BPI17,branching_degree_bucket,"branch_deg_(5.0, 11.0]",0.8083623693379791,0.7865853658536586,0.8336236933797909,0.5627177700348432,0.5958188153310104,0.8397212543554007,0.8366724738675958,0.5792682926829269,0.7974738675958188,0.2574041811846689,0.0391986062717769,0.0422473867595818,0.036149825783972,
BPI20PrepaidTravelCosts,activity_frequency_bucket,"act_freq_(529.0, 621.0]",0.0940919037199124,0.5382932166301969,0.5754923413566739,0.5820568927789934,0.1269146608315098,0.6411378555798687,0.6083150984682713,0.3544857768052516,0.3161925601750547,0.2538293216630196,0.2921225382932165,0.324945295404814,0.2592997811816192,
BPI20TravelPermitData,y_true_na,52,0.8654970760233918,0.8947368421052632,0.9064327485380116,0.6608187134502924,0.6198830409356725,0.8771929824561403,0.8918128654970761,0.6403508771929824,0.8801169590643274,0.2514619883040936,0.0116959064327486,-0.0029239766081871,0.0263157894736842,Start trip
BPI20PrepaidTravelCosts,activity_current,17,0.5515695067264574,0.4663677130044843,0.8340807174887892,0.5381165919282511,0.5381165919282511,0.7443946188340808,0.789237668161435,0.5381165919282511,0.5089686098654709,0.2511210762331839,0.2802690582959641,0.2354260089686098,0.3251121076233183,Request For Payment APPROVED by ADMINISTRATION
BPI17,activity_current,6,0.9074074074074074,0.6296296296296297,0.9074074074074074,0.6296296296296297,0.7037037037037037,0.925925925925926,0.9166666666666669,0.6666666666666667,0.7685185185185186,0.25,0.1481481481481481,0.1574074074074073,0.1388888888888888,A_Concept
BPI17,y_true_na,22,0.981651376146789,0.944954128440367,0.981651376146789,0.7370030581039755,0.72782874617737,0.9785932721712538,0.9801223241590212,0.7324159021406728,0.963302752293578,0.2477064220183485,0.0168195718654433,0.0152905198776758,0.018348623853211,W_Call after offers
BPI17,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",0.981651376146789,0.944954128440367,0.981651376146789,0.7370030581039755,0.72782874617737,0.9785932721712538,0.9801223241590212,0.7324159021406728,0.963302752293578,0.2477064220183485,0.0168195718654433,0.0152905198776758,0.018348623853211,
BPI17,case_length_bucket,21-50,0.8472,0.8024,0.872,0.616,0.6448,0.8688,0.8704000000000001,0.6304000000000001,0.8248,0.24,0.0456,0.044,0.0472,
BPI12,relative_prefix_bucket,80-100%,0.5273522975929978,0.3938730853391685,0.649890590809628,0.4113785557986871,0.4595185995623632,0.700218818380744,0.675054704595186,0.4354485776805251,0.4606126914660832,0.2396061269146608,0.2144420131291028,0.2396061269146607,0.1892778993435447,
