dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases
BPI20PrepaidTravelCosts,transformer,sequence,RT,relative_prefix_bucket,80-100%,478,0.10375809767692658,0.019899423456113934,0.08348172903060913,0.2179331570863724,-0.006585236669958386,364
BPI20RequestForPayment,gemma-2-2b,llm,RT,relative_prefix_bucket,0-20%,347,0.8220564694739664,1.156429394363812,0.6492504477500916,1.6724772930145273,-0.16763619062294835,346
BPI20RequestForPayment,gemma-2-2b,llm,RT,relative_prefix_bucket,20-40%,406,0.9231154067554223,1.345581466872969,0.7620372697710991,1.8015220165252686,-0.09105850615667115,394
BPI20RequestForPayment,gemma-2-2b,llm,RT,relative_prefix_bucket,40-60%,360,0.6950702681173829,0.749674741524395,0.6221607904881239,1.2785657122731209,0.26363232068704545,358
BPI20RequestForPayment,gemma-2-2b,llm,RT,relative_prefix_bucket,60-80%,382,0.5849985251205008,0.5282908089655808,0.5043762177228928,1.09582738429308,0.3749391126531147,374
BPI20RequestForPayment,gemma-2-2b,llm,RT,relative_prefix_bucket,80-100%,505,0.22079155672097228,0.11103962681183994,0.13019615411758423,0.5988568305969241,0.14055055478509368,465
BPI20RequestForPayment,llama32-1b,llm,RT,relative_prefix_bucket,0-20%,347,0.8016440216894731,1.165691275072727,0.5545072183012962,1.6854879856109624,-0.29720461983045815,346
BPI20RequestForPayment,llama32-1b,llm,RT,relative_prefix_bucket,20-40%,406,0.901212520469003,1.3349153975449028,0.7080737575888634,1.8424294516444206,-0.22160600876410405,394
BPI20RequestForPayment,llama32-1b,llm,RT,relative_prefix_bucket,40-60%,360,0.5964354622203649,0.6350787184330572,0.5129759572446346,1.134878830611706,0.11050205284134589,358
BPI20RequestForPayment,llama32-1b,llm,RT,relative_prefix_bucket,60-80%,382,0.43125273014893584,0.3822575211137156,0.32877061143517494,0.8431524828076368,0.16757444524939455,374
BPI20RequestForPayment,llama32-1b,llm,RT,relative_prefix_bucket,80-100%,505,0.242258237353941,0.08246863710729603,0.22276508808135986,0.35504922717809684,0.23519238061686554,465
BPI20RequestForPayment,rnn,sequence,RT,relative_prefix_bucket,0-20%,347,0.8402307327562991,1.3275861410430148,0.6045014038681984,1.8392076388001457,-0.4606368592094834,346
BPI20RequestForPayment,rnn,sequence,RT,relative_prefix_bucket,20-40%,406,0.9009774572679342,1.393385542222547,0.6736917719244957,1.9830538928508759,-0.38459659069134244,394
BPI20RequestForPayment,rnn,sequence,RT,relative_prefix_bucket,40-60%,360,0.574034286344411,0.6581811028405737,0.43133004009723663,1.2176486879587176,-0.09988359189689315,358
BPI20RequestForPayment,rnn,sequence,RT,relative_prefix_bucket,60-80%,382,0.4007470046516864,0.3923105787606556,0.26740171015262604,0.9039534716401255,0.014965013560353832,374
BPI20RequestForPayment,rnn,sequence,RT,relative_prefix_bucket,80-100%,505,0.1742111226451574,0.0687397557607407,0.12164634466171265,0.3826099753379824,0.09651435972514129,465
BPI20RequestForPayment,saprpt,tabular_fm,RT,relative_prefix_bucket,0-20%,347,0.8032766184608535,1.1732115848177471,0.5504569858312607,1.7449167728424073,-0.30665493501425434,346
BPI20RequestForPayment,saprpt,tabular_fm,RT,relative_prefix_bucket,20-40%,406,0.8722178383691356,1.244917710119036,0.6776786148548126,1.7759183049201965,-0.2243493014494682,394
BPI20RequestForPayment,saprpt,tabular_fm,RT,relative_prefix_bucket,40-60%,360,0.5671760019684573,0.6094167166033327,0.45981113240122795,1.1339968442916872,0.036872698278037006,358
BPI20RequestForPayment,saprpt,tabular_fm,RT,relative_prefix_bucket,60-80%,382,0.3909745182380621,0.4387657939719038,0.19894870364805683,0.9716182172298434,0.11240188346862433,374
