scope,dataset,model,model_pretty,paradigm,n_rows,n_cases,na_n,na_accuracy,na_error_rate,rt_n,rt_mse,rt_rmse,rt_mae,rt_median_ae,rt_p90_ae,rt_bias,nt_n,nt_mse,nt_rmse,nt_mae,nt_median_ae,nt_p90_ae,nt_bias
all_available_rows,BPI17,tabpfn3,TabPFN-3,tabular_fm,2000,1724,2000,0.6495,0.35050000000000003,2000,1.9068322491032477,1.38088096847746,1.009049776361826,0.7051213756203651,2.558082276582718,-0.9984087589248447,2000,1.2261731978700874,1.107327050997169,0.28048803211504125,0.055587686598300934,0.3985157787799837,-0.12672825650440064
all_available_rows,BPI17,transformer,Transformer,sequence,294882,7902,294882,0.8571394659558739,0.14286053404412613,294882,1.129090672398391,1.0625867834668332,0.7627927710638,0.4504595696926117,1.9571862041950232,-0.7023171525816987,294882,0.8881549264047872,0.9424197188115215,0.23432681716341075,0.06626300513744354,0.31610684245824844,-0.1329796686488579
all_available_rows,BPI20PrepaidTravelCosts,gemma-2-2b,Gemma-2-2B,llm,5050,545,5050,0.6306930693069307,0.3693069306930693,5050,2.1014599272904917,1.4496413098730636,1.0982062962456978,0.8162041157484055,2.3705185413360614,-1.0812281908091483,5050,1.0553255441947873,1.027290389420045,0.45256175178159014,0.2184874303638935,0.8531216293573382,-0.043882073944493664
all_available_rows,BPI20PrepaidTravelCosts,llama32-1b,Llama-3.2-1B,llm,5050,545,5050,0.6124752475247525,0.38752475247524754,5050,1.0583608660236297,1.0287666722943691,0.6313216622525626,0.33427339512854815,1.6051915779011339,-0.3117546449887905,5050,1.3284562527600965,1.1525867658272397,0.6698186389140385,0.4257688783109188,1.3681108534336093,0.16694231455265002
all_available_rows,BPI20PrepaidTravelCosts,rnn,RNN,sequence,5050,545,5050,0.7956435643564357,0.20435643564356432,5050,1.1029718894482736,1.0502246852213453,0.6931769193989389,0.4397485628724098,1.5900035500526428,-0.10267493318882194,5050,1.181726565548224,1.0870724748369927,0.4921317300153316,0.2537622405216098,0.8402709484100342,-0.022628692728548328
all_available_rows,BPI20PrepaidTravelCosts,saprpt,SAP-RPT,tabular_fm,2000,539,2000,0.743,0.257,2000,0.96715678809401,0.9834412987535199,0.5486012322796523,0.2042708694934845,1.5252856492996238,-0.2744365861368351,2000,0.7695224435534121,0.8772242834950548,0.3361442058855746,0.08460912108421326,0.7839814245700842,-0.0710458803165393
all_available_rows,BPI20PrepaidTravelCosts,tabpfn3,TabPFN-3,tabular_fm,2000,539,2000,0.64,0.36,2000,0.9159567987077265,0.9570563195067083,0.5415902438291595,0.22323760390281677,1.4470311403274536,-0.2065507543671629,2000,0.8104399317362286,0.9002443733432766,0.31472566657989137,0.06320533156394958,0.7803360134363176,-0.12741793655919992
all_available_rows,BPI20PrepaidTravelCosts,transformer,Transformer,sequence,5050,545,5050,0.7895049504950495,0.21049504950495046,5050,1.159041786222189,1.076588029945619,0.605756851895453,0.2297351062297821,1.7314966082572942,-0.42538488268338737,5050,1.2307978309885377,1.109413282320226,0.600240352164866,0.4150090739130974,0.8642918527126312,0.15920183234435406
all_available_rows,BPI20RequestForPayment,gemma-2-2b,Gemma-2-2B,llm,7041,1288,7041,0.8717511717085641,0.1282488282914359,7041,0.7255652032300269,0.8518011524000346,0.6193239802155353,0.4892074316740036,1.3098428845405579,0.12343378462966093,7041,0.7336449497518298,0.8565307640428509,0.48247687902745406,0.22365401685237885,1.0785371959209442,0.006735007492302462
all_available_rows,BPI20RequestForPayment,llama32-1b,Llama-3.2-1B,llm,7041,1288,7041,0.8514415565970743,0.14855844340292568,7041,0.6647917070180939,0.8153475988914751,0.5661497751327564,0.3528793156147003,1.208380103111267,0.02737252278363188,7041,0.7472939229965508,0.864461637666213,0.4578571647681011,0.16792848706245422,1.059811383485794,-0.09843228239243457
