dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases
BPI17,tabpfn3,tabular_fm,NT,prefix_length_bucket,4-5,105,0.03721926066847075,0.006476055330081686,0.012642979621887207,0.0895258724689484,0.008559592529421761,104
BPI17,tabpfn3,tabular_fm,NT,prefix_length_bucket,6-10,248,0.08054249189914234,0.06075311424999374,0.019274353981018066,0.22794377189129594,-0.01315658173013118,245
BPI17,tabpfn3,tabular_fm,NT,prefix_length_bucket,>50,130,0.19529167620035318,0.33679036182768685,0.07051489502191544,0.17115757018327712,-0.08618743167473719,122
BPI17,transformer,sequence,NT,prefix_length_bucket,1,43,0.06875214847021324,0.0065532873118607626,0.06889186799526215,0.11940456330776217,-0.06342534790205401,43
BPI17,transformer,sequence,NT,prefix_length_bucket,11-20,545,0.4027611732414556,2.329274095350819,0.06825284659862518,0.5634524703025818,-0.29329088998086955,525
BPI17,transformer,sequence,NT,prefix_length_bucket,2,49,0.08098460156090405,0.008512420106267418,0.0897722989320755,0.13338917791843416,-0.074229896068573,49
BPI17,transformer,sequence,NT,prefix_length_bucket,21-50,836,0.23137237940069386,0.7816334820216987,0.06370124220848083,0.37743743509054184,-0.08516973320202029,769
BPI17,transformer,sequence,NT,prefix_length_bucket,3,44,0.08759355621243065,0.009247356690909902,0.08522870391607285,0.1397397786378861,-0.08189200686121528,44
BPI17,transformer,sequence,NT,prefix_length_bucket,4-5,105,0.08063617075483004,0.00889924263797439,0.07490783929824829,0.14937797486782076,-0.07370327721749033,104
BPI17,transformer,sequence,NT,prefix_length_bucket,6-10,248,0.10457979364230507,0.04831581054933037,0.06950891017913818,0.1731478027999403,-0.042610202653093204,245
BPI17,transformer,sequence,NT,prefix_length_bucket,>50,130,0.1955468892907867,0.3423880666263538,0.051806651055812836,0.2719526864588261,-0.1272659486732804,122
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,prefix_length_bucket,1,211,0.20782713072983575,0.15008921181503274,0.15128043293952942,0.33824730664491653,0.05974210343230957,211
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,prefix_length_bucket,11-20,94,0.1966033425786473,0.06529037863840281,0.14651381969451904,0.461365693807602,0.07802868451665532,64
