dataset,task,group_col,group_value,gemma-2-2b,llama32-1b,rnn,saprpt,tabpfn3,transformer,sequence_mean,tabular_fm_mean,llm_mean,tabular_minus_sequence_mae,llm_minus_sequence_mae,tabular_relative_to_sequence_mae,llm_relative_to_sequence_mae,group_value_label
BPI12,RT,rt_magnitude_bucket,"rt_mag_(-0.86, -0.802]",0.1549364981537093,0.0797161364150856,0.1983521005097858,0.0535290682625151,0.0334255667979607,0.2600799596714164,0.2292160300906011,0.0434773175302379,0.1173263172843974,-0.1857387125603631,-0.1118897128062036,0.1896783462877919,0.511859127993895,
BPI20PrepaidTravelCosts,NT,activity_current,30,0.2459886490952385,0.1754953422496328,0.2512965158193765,0.1036443601333303,0.0765557556151179,0.2944190452221846,0.2728577805207806,0.0901000578742241,0.2107419956724356,-0.1827577226465564,-0.0621157848483449,0.3302088644943816,0.7723510587464658,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,NT,case_length_bucket,6-10,0.4348123306016608,0.6357520547932688,0.4730084306827106,0.3569172950611741,0.3381827815512093,0.5845129738776765,0.5287607022801936,0.3475500383061917,0.5352821926974648,-0.1812106639740018,0.0065214904172712,0.6572917329284104,1.0123335383835228,
BPI20PrepaidTravelCosts,NT,relative_prefix_bucket,0-20%,0.2289849353524075,0.6276471675801558,0.2734992086946836,0.1430445664890133,0.1112704609094239,0.3422304149267388,0.3078648118107112,0.1271575136992186,0.4283160514662817,-0.1807072981114925,0.1204512396555704,0.4130303588491973,1.391247180693158,
BPI12,RT,prefix_length_bucket,>50,0.3714955941166566,0.2534950815789077,0.2165909603562044,0.2023847294566424,0.1955296262126901,0.5341113929839237,0.375351176670064,0.1989571778346663,0.3124953378477822,-0.1763939988353977,-0.0628558388222818,0.5300560920035449,0.8325412500903587,
BPI20PrepaidTravelCosts,NT,activity_current,7,0.331977766691125,0.9308732689823956,0.5372716973070055,0.3505308497697115,0.2464202892733737,0.4100460149056744,0.4736588561063399,0.2984755695215426,0.6314255178367603,-0.1751832865847973,0.1577666617304203,0.6301488205564822,1.3330807810231262,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,NT,case_length_bucket,11-20,0.3321299770006904,0.5799429566416491,0.3938877568368732,0.276587909034772,0.2498025994579926,0.47892154384149,0.4364046503391816,0.2631952542463823,0.4560364668211697,-0.1732093960927992,0.019631816481988,0.6030991054788766,1.0449853512485028,
BPI20PrepaidTravelCosts,RT,activity_current,31,0.7555873817098993,0.1769897294112265,0.3432163898438115,0.0504227256668465,0.0444799591121929,0.0969152525067329,0.2200658211752722,0.0474513423895197,0.4662885555605628,-0.1726144787857525,0.2462227343852906,0.2156234081971635,2.1188594988096114,Request Payment
BPI20PrepaidTravelCosts,NT,branching_entropy_bucket,"branch_ent_(0.128, 0.674]",0.395745714820903,0.4422559147918799,0.4061926180329832,0.2939428941104467,0.2736958300170366,0.5066695335845978,0.4564310758087905,0.2838193620637417,0.4190008148063914,-0.1726117137450488,-0.037430261002399,0.6218230464716215,0.9179936183440772,
BPI20TravelPermitData,NT,activity_current,49,0.2814495384693146,0.1838590711355209,0.1949230007192289,0.0181530405174602,0.0198357294906269,0.1848769789392298,0.1898999898292293,0.0189943850040435,0.2326543048024177,-0.1709056048251858,0.0427543149731884,0.1000230964789655,1.2251412178148926,Request For Payment SUBMITTED by EMPLOYEE
