log,backbone,lr,batch_size,epochs,r,lora_alpha,embedding_size,hidden_size,strategy,n_runs,total_params,trainable_params,mt_score_mean,mt_score_std,mt_score_2task_mean,mt_score_2task_std,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_activity_loss_mean,test_next_activity_loss_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,best_test_next_activity_acc_mean,best_test_next_activity_acc_std,best_test_next_activity_loss_mean,best_test_next_activity_loss_std,best_test_next_remaining_time_loss_mean,best_test_next_remaining_time_loss_std,best_test_next_time_to_next_event_loss_mean,best_test_next_time_to_next_event_loss_std,test_next_activity_acc_mean_std,test_next_activity_loss_mean_std,test_next_remaining_time_loss_mean_std,test_next_time_to_next_event_loss_mean_std,best_test_next_activity_acc_mean_std,best_test_next_activity_loss_mean_std,best_test_next_remaining_time_loss_mean_std,best_test_next_time_to_next_event_loss_mean_std,Runtime (h),# params (%trainable)
BPI20TravelPermitData,gptneo-1b3,5e-05,8,10,16.0,32.0,2048,2048,sum,5.0,1318981687.0,3405879.0,2.7375085491301014,0.03545146369668884,1.952186281506235,0.007374253079606799,0.7042358752701452,0.032190056757618386,1.0073244921503777,0.08296928729339641,1.0500291917971087,0.11809588305097804,0.972936939682332,0.055430942997858945,0.7200123494905835,0.030205096915876754,0.9928468479393219,0.08649524295396367,0.9607154719348895,0.061917438489760515,0.9285162485775738,0.03252444603324487,0.7042 ± 0.0322,1.0073 ± 0.083,1.05 ± 0.1181,0.9729 ± 0.0554,0.72 ± 0.0302,0.9928 ± 0.0865,0.9607 ± 0.0619,0.9285 ± 0.0325,0.16394 ± 0.00057,1.3e+09 (0%)
BPI20TravelPermitData,gptneo-1b3,5e-05,8,10,32.0,64.0,2048,2048,sum,5.0,1322127415.0,6551607.0,2.7502590321206783,0.029904945178043655,1.955103968658398,0.0025648170578496075,0.7130534115467737,0.027405388104189844,0.9964516293984133,0.07096502160740023,1.016274202304992,0.02836914866363246,0.9560456900436153,0.03841861254081671,0.7275825872182773,0.021360609656564142,0.9668952553476144,0.0568226138610924,0.9209137091970842,0.017417560147033162,0.9199068083944202,0.03265792337717748,0.7131 ± 0.0274,0.9965 ± 0.071,1.0163 ± 0.0284,0.956 ± 0.0384,0.7276 ± 0.0214,0.9669 ± 0.0568,0.9209 ± 0.0174,0.9199 ± 0.0327,0.16367 ± 0.00062,1.3e+09 (0%)
BPI20TravelPermitData,gptneo-1b3,5e-05,8,10,64.0,128.0,2048,2048,sum,5.0,1328418871.0,12843063.0,2.713990036333241,0.03239548428006984,1.9590406415687873,0.004712719804943992,0.6769990737882063,0.030680547221460727,1.0822849526895568,0.10218560589211131,0.9618838513342824,0.06484306379548314,0.9412505074466001,0.024196839341638663,0.7089286816918803,0.020159827075494834,0.9839622646895924,0.05355155264207829,0.9030926055855204,0.043565572350627045,0.9006258069280122,0.022746407481862987,0.677 ± 0.0307,1.0823 ± 0.1022,0.9619 ± 0.0648,0.9413 ± 0.0242,0.7089 ± 0.0202,0.984 ± 0.0536,0.9031 ± 0.0436,0.9006 ± 0.0227,0.16663 ± 0.00038,1.3e+09 (1%)
BPI20TravelPermitData,gptneo-1b3,5e-05,8,10,128.0,256.0,2048,2048,sum,5.0,1341001783.0,25425975.0,2.726268746772141,0.04126148185284929,1.9604812423090447,0.005503216025161139,0.6867181228774314,0.03562386169208255,1.0366463638169046,0.11697218366669722,0.9588284112877888,0.07044679008388223,0.9206093894732369,0.039021553592910534,0.7113862303179994,0.004564114264286201,0.948656877975252,0.039492331783984154,0.8958759311541764,0.03140900106778524,0.883349416696867,0.005539194317244222,0.6867 ± 0.0356,1.0366 ± 0.117,0.9588 ± 0.0704,0.9206 ± 0.039,0.7114 ± 0.0046,0.9487 ± 0.0395,0.8959 ± 0.0314,0.8833 ± 0.0055,0.17103 ± 0.00031,1.3e+09 (2%)
BPI20TravelPermitData,gptneo-1b3,5e-05,8,10,256.0,512.0,2048,2048,sum,10.0,1366167607.0,50591799.0,2.7196794412110283,0.040358335004558946,1.953795536788731,0.0047318786241742055,0.6868045693115159,0.0363408728429718,1.033716376181847,0.1275076339913854,0.9855182810439193,0.08660546844688342,1.0050971518478558,0.032472445971110105,0.7351034269836368,0.018895314740116055,0.9330785832960098,0.09875538144478045,0.873147354273194,0.011130586601851802,0.9077850879905915,0.032194336935003225,0.6868 ± 0.0363,1.0337 ± 0.1275,0.9855 ± 0.0866,1.0051 ± 0.0325,0.7351 ± 0.0189,0.9331 ± 0.0988,0.8731 ± 0.0111,0.9078 ± 0.0322,0.18707 ± 0.00706,1.4e+09 (4%)
