log,backbone,batch_size,embedding_size,epochs,freeze_layers,grad_clip,hidden_size,lr,n_layers,rnn_type,strategy,weight_decay,n_runs,total_params,trainable_params,mt_score_mean,mt_score_std,mt_score_2task_mean,mt_score_2task_std,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_activity_loss_mean,test_next_activity_loss_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,best_test_next_activity_acc_mean,best_test_next_activity_acc_std,best_test_next_activity_loss_mean,best_test_next_activity_loss_std,best_test_next_remaining_time_loss_mean,best_test_next_remaining_time_loss_std,best_test_next_time_to_next_event_loss_mean,best_test_next_time_to_next_event_loss_std,selection_score,Dataset,Backbone_pretty,test_next_activity_acc_mean_std,test_next_activity_loss_mean_std,test_next_remaining_time_loss_mean_std,test_next_time_to_next_event_loss_mean_std,best_test_next_activity_acc_mean_std,best_test_next_activity_loss_mean_std,best_test_next_remaining_time_loss_mean_std,best_test_next_time_to_next_event_loss_mean_std,Runtime (h),Setting,lora_alpha,r,few_shot_k,# params (%trainable)
BPI12,qwen25-05b,8.0,896.0,10.0,,5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,111133.0,1.8942872981797283,0.0739225081733705,1.821581510903264,0.0431069353634001,0.0651987417786674,0.0478362182695872,3.7214865922450606,0.2395990349691343,2.348982901121033,0.6623692547617195,1.9658709435849693,0.192971966399704,0.0833428653131255,0.0450004789019792,3.685723282549768,0.2353583319193613,2.1628042132097,0.6925536335771343,1.960782151037552,0.1843762214110444,,BPI12,Qwen2.5-0.5B,0.0652 ± 0.0478,3.7215 ± 0.2396,2.349 ± 0.6624,1.9659 ± 0.193,0.0833 ± 0.045,3.6857 ± 0.2354,2.1628 ± 0.6926,1.9608 ± 0.1844,0.02883 ± 0.00011,FewShot-Freezing,,,8.0,4.9e+08 (0%)
BPI12,qwen25-05b,8.0,896.0,10.0,,5.0,896.0,5e-05,1.0,,sum,0.1,5.0,634871325.0,140838557.0,1.8708605402847085,0.0787572315940755,1.818997875906744,0.0699127052878033,0.0465077209036316,0.0312901218653032,3.5687062434479278,0.3697777211701134,2.7601760558943536,1.2001362958339112,1.6371977197907088,0.0951255227897531,0.1843687446382613,0.0304867309298641,3.0804057014646413,0.0791647012703115,1.4556056540677775,0.1513268568428641,1.5567681677962797,0.0200421225016115,,BPI12,Qwen2.5-0.5B,0.0465 ± 0.0313,3.5687 ± 0.3698,2.7602 ± 1.2001,1.6372 ± 0.0951,0.1844 ± 0.0305,3.0804 ± 0.0792,1.4556 ± 0.1513,1.5568 ± 0.02,0.04645 ± 0.00014,FewShot-LoRA,512.0,256.0,8.0,6.3e+08 (22%)
BPI12,qwen25-05b,8.0,896.0,10.0,,5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,111133.0,2.4716961044216914,0.1049980284251252,1.8542788777549863,0.0109271303492051,0.55366742922505,0.0917261955072668,1.516558672216302,0.4547597739916592,2.263884092185647,0.1855475566575586,1.5129763127031102,0.0489110437569266,0.55366742922505,0.0917261955072668,1.516558672216302,0.4547597739916592,2.250732982976212,0.1890707834495756,1.5050912395563625,0.0452807884032135,,BPI12,Qwen2.5-0.5B,0.5537 ± 0.0917,1.5166 ± 0.4548,2.2639 ± 0.1855,1.513 ± 0.0489,0.5537 ± 0.0917,1.5166 ± 0.4548,2.2507 ± 0.1891,1.5051 ± 0.0453,0.17708 ± 0.00090,Freezing,,,,4.9e+08 (0%)
BPI12,qwen25-05b,8.0,896.0,10.0,"-1,-2",5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,29932317.0,2.5910388766674672,0.0728826280872576,1.839470703137308,0.0048151066245788,0.67396697169002,0.0633696194774294,1.0927976925781464,0.2531115710844424,2.6158705266871607,0.0645695959408158,1.4356451804138497,0.0490358706905932,0.6890263082642265,0.0584084183524021,0.9935585913783932,0.2424780744181625,2.4559896474479834,0.0968622325277341,1.394310362455376,0.0270249512565833,,BPI12,Qwen2.5-0.5B,0.674 ± 0.0634,1.0928 ± 0.2531,2.6159 ± 0.0646,1.4356 ± 0.049,0.689 ± 0.0584,0.9936 ± 0.2425,2.456 ± 0.0969,1.3943 ± 0.027,0.18955 ± 0.00102,"Freezing-[-1, -2]",,,,4.9e+08 (6%)
BPI12,qwen25-05b,8.0,896.0,10.0,-1,5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,15021725.0,2.5247825987334043,0.1122374713383526,1.834516086525873,0.0112688639672885,0.6189948527309121,0.0964013444281349,1.3151287200725654,0.5177979219151618,2.5698710267307794,0.2492235286655729,1.5573408113697726,0.0564817945065788,0.6676401201029455,0.1024087224028943,1.1655957791697549,0.5591590970409707,2.3068671544846,0.1608357422083192,1.400350566045055,0.0354570404707636,,BPI12,Qwen2.5-0.5B,0.619 ± 0.0964,1.3151 ± 0.5178,2.5699 ± 0.2492,1.5573 ± 0.0565,0.6676 ± 0.1024,1.1656 ± 0.5592,2.3069 ± 0.1608,1.4004 ± 0.0355,0.18425 ± 0.00069,Freezing-[-1],,,,4.9e+08 (3%)
BPI12,qwen25-05b,8.0,896.0,10.0,"0,1",5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,29932317.0,2.615107586527751,0.079327023332078,1.8392044989996288,0.0077946708421173,0.6957892479267944,0.0668811680095896,0.870128079588358,0.210925767430486,2.598369331941797,0.1196314663338567,1.4557266965991436,0.113367172450749,0.7817164712610809,0.0181433467910507,0.6416516392085087,0.053667077137984,2.477439159438896,0.09261383386689,1.3309360900463303,0.0144875213855617,,BPI12,Qwen2.5-0.5B,0.6958 ± 0.0669,0.8701 ± 0.2109,2.5984 ± 0.1196,1.4557 ± 0.1134,0.7817 ± 0.0181,0.6417 ± 0.0537,2.4774 ± 0.0926,1.3309 ± 0.0145,0.18922 ± 0.00141,"Freezing-[0, 1]",,,,4.9e+08 (6%)
BPI12,qwen25-05b,8.0,896.0,10.0,0,5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,15021725.0,2.563786125100897,0.092367216962796,1.8524851589757168,0.0177178598220785,0.6378574492422076,0.0680327819340398,0.9721237522152312,0.1619912046513144,2.4398394957565364,0.2589496886991428,1.3834777419288369,0.0786337419244367,0.7395446096654276,0.0422418524929093,0.7856593671741914,0.0770712877704049,2.128396212078779,0.0294158149123717,1.3251267215201867,0.0326753341903837,,BPI12,Qwen2.5-0.5B,0.6379 ± 0.068,0.9721 ± 0.162,2.4398 ± 0.2589,1.3835 ± 0.0786,0.7395 ± 0.0422,0.7857 ± 0.0771,2.1284 ± 0.0294,1.3251 ± 0.0327,0.18325 ± 0.00128,Freezing-[0],,,,4.9e+08 (3%)
BPI12,qwen25-05b,8.0,896.0,10.0,,5.0,896.0,5e-05,1.0,,sum,0.1,10.0,634871325.0,140838557.0,2.552968967326771,0.0808869518816596,1.8422021336300485,0.0054825654874082,0.6373784672576495,0.0722723677414201,1.0954683495293964,0.2579905251676318,2.565950127216859,0.0727407560459787,1.4363885196999968,0.0496110346213671,0.7081069488132685,0.0405856571897262,0.890711770283177,0.1591411779247071,2.297777874489069,0.1155927793626867,1.4053841152467537,0.0397863659517752,,BPI12,Qwen2.5-0.5B,0.6374 ± 0.0723,1.0955 ± 0.258,2.566 ± 0.0727,1.4364 ± 0.0496,0.7081 ± 0.0406,0.8907 ± 0.1591,2.2978 ± 0.1156,1.4054 ± 0.0398,0.35070 ± 0.00335,LoRA,512.0,256.0,,6.3e+08 (22%)
BPI12,qwen25-05b,8.0,896.0,0.0,,5.0,896.0,5e-05,1.0,lstm,sum,0.1,5.0,494099997.0,111133.0,1.7839974736492024,0.1062887614827707,1.7333983912101982,0.0637825782846549,0.0453746068058335,0.0434090306112848,4.117620655520153,0.1772514044602927,2.8299368465333656,0.9953010294352111,2.960730461023316,0.8500359004342595,0.0453746068058335,0.0434090306112848,4.117620655520153,0.1772514044602927,2.8299368465333656,0.9953010294352111,2.960730461023316,0.8500359004342595,,BPI12,Qwen2.5-0.5B,0.0454 ± 0.0434,4.1176 ± 0.1773,2.8299 ± 0.9953,2.9607 ± 0.85,0.0454 ± 0.0434,4.1176 ± 0.1773,2.8299 ± 0.9953,2.9607 ± 0.85,0.00255 ± 0.00003,ZeroShot,,,,4.9e+08 (0%)
